67045001         088428f11800ff00b4
3c71001d         1050000200020908032201140000000009083000000000000000
3c71001e         10500002000209080322011b0000000009083000000000000000
3c71001f         10500002000209080322011e0000000009083000000000000000
3c760001         10000001000009080210010000000000
3c760002         010280ff07d00908023e000000000000
3c760003         0102000000000908023e000000000000
3c760004         1050000200020908031902220000000009083000000000000000
3c760005         10500002000209080314ffff0000000009083000000000000000
3c760006         10500002000209080322f1010000000009083000000000000000
3c760007         10500002000209080322f1020000000009083000000000000000
3c779101         0d08ecc0092ff024000000000100
3c779102         0d08ecc0092ff024000000000000
3c779001         0d08ecc0092ff024000000800000
3c779002         0d08ecc0092ff024000000000000
3c778f01         0d08ecc0092ff024000000400000
3c778f02         0d08ecc0092ff024000000000000
3c778e01         0d08ecc0092ff024000000200000
3c778e02         0d08ecc0092ff024000000000000
3c778d01         0d08ecc0092ff024000000100000
3c778d02         0d08ecc0092ff024000000000000
3c778c01         0d08ecc0092ff024000000080000
3c778c02         0d08ecc0092ff024000000000000
3c778b01         0d08ecc0092ff024000000040000
3c778b02         0d08ecc0092ff024000000000000
3c778a01         0d08ecc0092ff024000000020000
3c778a02         0d08ecc0092ff024000000000000
3c778901         0d08ecc0092ff024000000010000
3c778902         0d08ecc0092ff024000000000000
3c778801         0d08ecc0092ff024000080000000
3c778802         0d08ecc0092ff024000000000000
3c778701         0d08ecc0092ff024000040000000
3c778702         0d08ecc0092ff024000000000000
3c778601         0d08ecc0092ff024000020000000
3c778602         0d08ecc0092ff024000000000000
3c778501         0d08ecc0092ff024000010000000
3c778502         0d08ecc0092ff024000000000000
3c778401         0d08ecc0092ff024000008000000
3c778402         0d08ecc0092ff024000000000000
3c778301         0d08ecc0092ff024000004000000
3c778302         0d08ecc0092ff024000000000000
3c778201         0d08ecc0092ff024000002000000
3c778202         0d08ecc0092ff024000000000000
3c778101         0d08ecc0092ff024000001000000
3c778102         0d08ecc0092ff024000000000000
3c778001         0d08ecc0092ff024008000000000
3c778002         0d08ecc0092ff024000000000000
3c77a001         0b08ecc00322010000000000
3c77a002         0b08ecc0072e010001020304
3c775f01         0b08ecc0072ff02400002000
3c775f02         0b08ecc0072ff02400000000
3c775e01         0b08ecc0072ff02400001000
3c775e02         0b08ecc0072ff02400000000
3c775d01         0b08ecc0072ff02400000800
3c775d02         0b08ecc0072ff02400000000
3c775c01         0b08ecc0072ff02400000400
3c775c02         0b08ecc0072ff02400000000
3c775b01         0b08ecc0072ff02400000200
3c775b02         0b08ecc0072ff02400000000
3c775a01         0b08ecc0072ff02400000100
3c775a02         0b08ecc0072ff02400000000
3c775901         0b08ecc0072ff02400800000
3c775902         0b08ecc0072ff02400000000
3c775801         0b08ecc0072ff02400400000
3c775802         0b08ecc0072ff02400000000
3c775701         0b08ecc0072ff02400200000
3c775702         0b08ecc0072ff02400000000
3c775601         0b08ecc0072ff02400100000
3c775602         0b08ecc0072ff02400000000
3c775501         0b08ecc0072ff02400080000
3c775502         0b08ecc0072ff02400000000
3c775401         0b08ecc0072ff02400040000
3c775402         0b08ecc0072ff02400000000
3c775301         0b08ecc0072ff02400020000
3c775302         0b08ecc0072ff02400000000
3c775201         0b08ecc0072ff02400010000
3c775202         0b08ecc0072ff02400000000
3c775101         0b08ecc0072ff02480000000
3c775102         0b08ecc0072ff02400000000
3c775001         0b08ecc0072ff02440000000
3c775002         0b08ecc0072ff02400000000
3c774f01         0b08ecc0072ff02420000000
3c774f02         0b08ecc0072ff02400000000
3c774e01         0b08ecc0072ff02410000000
3c774e02         0b08ecc0072ff02400000000
3c774d01         0b08ecc0072ff02408000000
3c774d02         0b08ecc0072ff02400000000
3c774c01         0b08ecc0072ff02404000000
3c774c02         0b08ecc0072ff02400000000
3c774b01         0b08ecc0072ff02402000000
3c774b02         0b08ecc0072ff02400000000
3c774a01         0b08ecc0072ff02401000000
3c774a02         0b08ecc0072ff02400000000
3c774901         0b08ecc0052ff02203010000
3c774902         0b08ecc0052ff02203000000
3c774801         0b08ecc0052ff02204010000
3c774802         0b08ecc0052ff02204000000
3c774701         0b08ecc0052ff02202010000
3c774702         0b08ecc0052ff02202000000
3c774601         0b08ecc0052ff02201010000
3c774602         0b08ecc0052ff02201000000
3c774501         0b08ecc0052ff02102000000
3c774502         0b08ecc0052ff02102010000
3c774503         0b08ecc0052ff02102020000
3c774401         0b08ecc0052ff02101000000
3c774402         0b08ecc0052ff02101010000
3c774403         0b08ecc0052ff02101020000
3c774301         0b08ecc0052ff02001010000
3c774302         0b08ecc0052ff02001000000
3c774201         0b08ecc0052ff09202000000
3c774101         0b08ecc0052ff09201000000
3c777f01         0d08ecc0092ff024004000000000
3c777f02         0d08ecc0092ff024000000000000
3c777e01         0d08ecc0092ff024002000000000
3c777e02         0d08ecc0092ff024000000000000
3c777d01         0d08ecc0092ff024001000000000
3c777d02         0d08ecc0092ff024000000000000
3c777c01         0d08ecc0092ff024000800000000
3c777c02         0d08ecc0092ff024000000000000
3c777b01         0d08ecc0092ff024000400000000
3c777b02         0d08ecc0092ff024000000000000
3c777a01         0d08ecc0092ff024000200000000
3c777a02         0d08ecc0092ff024000000000000
3c777901         0d08ecc0092ff024000100000000
3c777902         0d08ecc0092ff024000000000000
3c777801         0d08ecc0092ff024800000000000
3c777802         0d08ecc0092ff024000000000000
3c777701         0d08ecc0092ff024400000000000
3c777702         0d08ecc0092ff024000000000000
3c777601         0d08ecc0092ff024200000000000
3c777602         0d08ecc0092ff024000000000000
3c777501         0d08ecc0092ff024100000000000
3c777502         0d08ecc0092ff024000000000000
3c777401         0d08ecc0092ff024080000000000
3c777402         0d08ecc0092ff024000000000000
3c777301         0d08ecc0092ff024040000000000
3c777302         0d08ecc0092ff024000000000000
3c777201         0d08ecc0092ff024020000000000
3c777202         0d08ecc0092ff024000000000000
3c777101         0d08ecc0092ff024010000000000
3c777102         0d08ecc0092ff024000000000000
3c777001         0b08ecc00322010000000000
3c777002         0b08ecc0032e010000000000
3c776801         0b08ecc0072ff02400000080
3c776802         0b08ecc0072ff02400000000
3c776701         0b08ecc0072ff02400000040
3c776702         0b08ecc0072ff02400000000
3c776601         0b08ecc0072ff02400000020
3c776602         0b08ecc0072ff02400000000
3c776501         0b08ecc0072ff02400000008
3c776502         0b08ecc0072ff02400000000
3c776401         0b08ecc0072ff02400000004
3c776402         0b08ecc0072ff02400000000
3c776301         0b08ecc0072ff02400000002
3c776302         0b08ecc0072ff02400000000
3c776201         0b08ecc0072ff02400000001
3c776202         0b08ecc0072ff02400000000
3c776101         0b08ecc0072ff02400008000
3c776102         0b08ecc0072ff02400000000
3c776001         0b08ecc0072ff02400004000
3c776002         0b08ecc0072ff02400000000
3c770001         10000001000009080210010000000000
3c770002         010280ff07d00908023e000000000000
3c770003         0102000000000908023e000000000000
3c770004         1050000200020908031902090000000009083000000000000000
3c770005         10500002000209080414ffffff00000009083000000000000000
3c770006         10500002000209080322f1890000000009083000000000000000
3c740001         10000001000009080210030000000000
3c740002         010280ff07d00908023e000000000000
3c740003         0102000000000908023e000000000000
3c740004         1050000200020908031902090000000009083000000000000000
3c740005         10500002000209080414ffffff00000009083000000000000000
